476	0	0
954	0	1
200	0	1
202	0	1
985	0	1
96	0	1
380	0	2
909	0	2
817	0	2
863	0	2
895	0	2
656	0	2
144	0	2
413	0	2
82	0	2
979	0	2
848	0	2
157	0	3
543	0	3
534	0	3
640	0	3
948	0	3
697	0	3
580	0	3
997	0	3
527	0	3
282	0	3
951	0	3
968	0	3
215	0	3
998	0	3
503	0	3
689	0	3
362	0	3
875	0	3
57	0	3
319	0	3
693	0	3
558	0	3
897	0	3
530	0	3
53	0	3
927	0	3
245	0	3
1	0	3
837	0	3
108	0	3
442	0	3
446	0	3
651	0	3
181	0	3
77	0	3
855	0	3
232	0	3
750	0	3
877	0	4
115	0	4
146	0	4
33	0	4
307	0	4
938	0	4
187	0	4
353	0	4
374	0	4
110	0	4
947	0	4
943	0	4
603	0	4
911	0	4
435	0	4
567	0	4
578	0	4
265	0	4
398	0	4
639	0	4
411	0	4
193	0	4
76	0	4
887	0	4
726	0	4
233	0	4
7	0	4
141	0	4
114	0	4
548	0	4
125	0	4
4	0	4
10	0	4
800	0	4
46	0	4
459	0	4
853	0	4
401	0	4
408	0	4
370	0	4
633	0	4
86	0	4
263	0	4
54	0	4
717	0	4
602	0	4
375	0	4
891	0	4
145	0	4
679	0	4
787	0	4
346	0	4
939	0	4
842	0	4
81	0	4
536	0	4
843	0	4
19	0	4
582	0	4
37	0	4
986	0	4
495	0	4
155	0	4
881	0	4
299	0	4
479	0	4
373	0	4
149	0	4
416	0	4
929	0	4
545	0	4
179	0	4
321	0	4
493	0	4
335	0	4
813	0	4
725	0	4
185	0	4
389	0	4
271	0	4
839	0	4
829	0	4
318	0	4
884	0	4
757	0	4
204	0	4
351	0	4
690	0	4
818	0	4
744	0	4
506	0	4
414	0	4
768	0	4
970	0	4
223	0	4
557	0	4
324	0	4
461	0	4
236	0	4
905	0	4
434	0	4
331	0	4
996	0	4
867	0	4
665	0	4
154	0	4
327	0	4
743	0	4
291	0	4
647	0	4
342	0	4
24	0	4
684	0	4
846	0	4
341	0	4
606	0	5
533	0	5
285	0	5
454	0	5
609	0	5
